class_id,replicate,experiment_id,student_id,scenario,scenario_label,seed,model_version,day,temperature_c,thermal_performance,degree_days,cumulative_degree_days,hydration_pct,nutrient_pct,root_health_pct,plant_health_pct,host_quality_index,enemy_pressure,nymphs_modelled,apterous_adults_modelled,alate_adults_modelled,total_aphids_modelled,nymphs_observed,apterous_adults_observed,alate_adults_observed,total_aphids_observed,fecundity_per_adult,new_nymphs,matured_nymphs,alate_fraction,mortality_rate,mortality_count,alate_emigrants,lambda_from_day_0,intervention,event_note
aphidsim_tutorial,2,Warming_02_warming_3779,Warming_02,warming,Warming pulse,3779,2.1.0,26,25,0.947,21,523.4,63.5,60.7,100,71.5,0.614,0,994.53,436.87,104.07,1535.47,1063,431,96,1590,0.413,184.89,68.42,0.351,0.0825,124.66,12.13,39.371,water +32%; fertiliser +22%,intervention: water +32%; fertiliser +22%
aphidsim_tutorial,2,Warming_02_warming_3779,Warming_02,warming,Warming pulse,3779,2.1.0,27,24.3,0.961,20.3,543.7,50.5,54.6,100,64.6,0.531,0,968.43,442.05,104.44,1514.92,949,432,98,1479,0.289,133.96,62.53,0.371,0.0908,141.58,12.94,38.844,,
aphidsim_tutorial,2,Warming_02_warming_3779,Warming_02,warming,Warming pulse,3779,2.1.0,28,24.2,0.963,20.2,563.9,37.6,48.5,99.8,57.7,0.451,0,951.2,437.85,101.12,1490.17,989,453,105,1547,0.29,135.68,52.74,0.389,0.0958,147.08,13.35,38.209,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,0,23,0.98,0,0,78,82,95,83.9,0.776,0,35.64,30.36,0,66,37,31,0,68,0,0,0,0,0,0,0,1,,setup observation
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,1,25.1,0.944,21.1,21.1,69.2,79.5,95.9,80.2,0.726,0,180.95,32.01,0.31,213.26,175,33,0,208,4.935,149.84,2.99,0.102,0.0399,2.58,0,3.231,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,2,26.7,0.882,22.7,43.8,59.5,76.7,96.8,76.1,0.673,0,273.43,42.2,2.04,317.67,279,42,1,322,3.565,114.37,13.19,0.134,0.0445,9.95,0.02,4.813,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,3,25.3,0.939,21.3,65.1,50,73.6,97.7,71.8,0.619,0,365.89,56.72,4.99,427.6,351,59,4,414,2.966,126.67,19.55,0.165,0.0496,16.57,0.17,6.479,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,4,25.7,0.927,21.7,86.8,39.6,70,97.5,66.8,0.558,0,525.36,72.89,9.02,607.27,552,70,9,631,3.535,204.91,23.63,0.202,0.0552,24.8,0.45,9.201,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,5,25.8,0.923,21.8,108.6,60.7,66,98.4,72.3,0.625,0,648.34,98.23,16.26,762.83,677,97,18,792,2.541,190.92,37.34,0.231,0.0539,34.5,0.87,11.558,water +32%,intervention: water +32%
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,6,25,0.947,21,129.6,49.6,61.7,99.3,67.1,0.561,0,730.5,123.45,25.49,879.43,705,126,27,858,1.645,168.32,42.51,0.283,0.0623,49.99,1.73,13.325,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,7,24.8,0.951,20.8,150.4,38.2,56.9,99,61.3,0.492,0,830.36,145.09,34.49,1009.94,866,142,33,1041,1.526,198.14,42.89,0.322,0.0702,64.71,2.91,15.302,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,8,23.7,0.971,19.7,170.1,58.5,51.7,99.9,66,0.547,0,971.6,172.87,45.99,1190.46,1003,179,49,1231,1.684,258.79,54.59,0.331,0.0702,74.26,4.01,18.037,water +32%,intervention: water +32%
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,9,23.2,0.978,19.2,189.3,46.8,46.3,100,59.9,0.476,0,991.4,196.41,57.08,1244.89,1045,188,61,1294,0.877,161.69,56.36,0.367,0.0815,101.59,5.68,18.862,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,10,22.3,0.987,18.3,207.6,67,62.7,100,73.4,0.639,0,1046.09,235.03,71.55,1352.67,1135,221,74,1430,0.984,207.36,76.11,0.334,0.0715,92.92,6.67,20.495,water +32%; fertiliser +22%,intervention: water +32%; fertiliser +22%
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,11,21.6,0.993,17.6,225.2,55.1,56.7,100,67,0.559,0,1106.69,264.31,82.3,1453.29,1059,272,81,1412,0.885,223.83,71.3,0.359,0.0814,114.49,8.71,22.02,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,12,24,0.967,20,245.2,42.4,50.8,99.8,60.3,0.48,0,1075.01,283.21,88.4,1446.62,1042,266,87,1395,0.496,141.18,63.97,0.381,0.0911,137.47,10.38,21.918,,heat pulse begins
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,13,24.4,0.96,20.4,265.6,61.5,44.8,100,64.1,0.525,0,1064.87,304,94.07,1462.94,1037,320,89,1446,0.519,158.37,66.87,0.37,0.0875,131.09,10.97,22.166,water +32%,intervention: water +32%
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,14,24.6,0.956,20.6,286.2,48.4,60.7,100,66.5,0.553,0,1077.02,325.64,99.26,1501.93,1106,328,105,1539,0.551,180.44,69.37,0.364,0.086,129.9,11.55,22.756,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,15,23.8,0.97,19.8,306,35.8,54.8,99.8,59.8,0.474,0,1012.2,337.38,100.57,1450.15,1025,308,103,1436,0.302,105.69,61.61,0.384,0.0936,144.88,12.58,21.972,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,16,24.7,0.953,20.7,326.7,54.8,48.8,100,63.6,0.518,0,1017.98,350.71,101.78,1470.46,982,331,107,1420,0.452,164.03,61.92,0.372,0.0881,131.21,12.51,22.28,water +32%,intervention: water +32%
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,17,24.7,0.953,20.7,347.4,41.9,42.8,99.8,56.7,0.44,0,996.3,354.9,99.6,1450.81,1050,362,96,1508,0.362,136.19,53.74,0.39,0.0947,142.81,13.04,21.982,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,18,21.4,0.994,17.4,364.8,61.8,58.7,100,70,0.596,0,1044.72,376.05,104.38,1525.15,1049,379,105,1533,0.551,209.2,71.84,0.354,0.0827,122.81,12.04,23.108,water +32%; fertiliser +22%,heat pulse ends; intervention: water +32%; fertiliser +22%
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,19,23,0.98,19,383.8,49.4,52.7,100,63.4,0.517,0,961.65,387.07,105.69,1454.42,945,356,103,1404,0.212,85.35,65.05,0.375,0.0916,143.03,13.05,22.037,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,20,23.6,0.973,19.6,403.4,36.8,46.7,99.8,56.7,0.439,0,974.55,387.24,101.88,1463.67,911,388,101,1400,0.393,162.33,51.67,0.39,0.0941,139.55,13.53,22.177,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,21,24.1,0.965,20.1,423.5,55.8,62.6,100,69.7,0.593,0,1002.44,403.46,104.83,1510.72,936,405,97,1438,0.445,183.62,68.12,0.355,0.0832,124.24,12.33,22.89,water +32%; fertiliser +22%,intervention: water +32%; fertiliser +22%
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,22,25.8,0.923,21.8,445.3,42.2,56.5,99.8,62.6,0.507,0,1016.04,408.31,103.63,1527.97,1099,378,106,1583,0.398,170.85,58.46,0.375,0.0912,140.48,13.11,23.151,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,23,26.6,0.888,22.6,467.9,60.6,50.4,100,66.2,0.549,0,965.5,415.71,103.54,1484.75,995,409,96,1500,0.249,108.15,61.03,0.367,0.089,138.6,12.78,22.496,water +32%,intervention: water +32%
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,24,27.5,0.823,23.5,491.4,46.8,44.5,100,59.1,0.467,0,925.83,411.08,98.17,1435.08,871,429,97,1397,0.236,104.02,46.57,0.384,0.0931,140.56,13.13,21.744,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,25,26.3,0.903,22.3,513.7,65.2,60.5,100,71.9,0.62,0,965.24,424.3,100.24,1489.78,929,459,95,1483,0.419,182.69,63.46,0.347,0.0798,116.26,11.72,22.572,water +32%; fertiliser +22%,intervention: water +32%; fertiliser +22%
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,26,26.4,0.898,22.4,536.1,51.5,54.4,100,64.8,0.533,0,979.01,428.21,99.67,1506.89,1008,431,94,1533,0.363,163.28,57.32,0.369,0.0884,133.77,12.41,22.832,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,27,25.2,0.942,21.2,557.3,38.2,48.3,99.8,57.8,0.452,0,974.91,425.19,97.33,1497.44,987,434,95,1516,0.329,149,52.41,0.388,0.0952,145.73,12.73,22.689,,
aphidsim_tutorial,3,Warming_03_warming_3862,Warming_03,warming,Warming pulse,3862,2.1.0,28,24.6,0.956,20.6,577.9,57.1,42.2,100,61.6,0.495,0,979.47,427.21,97.4,1504.09,984,430,91,1505,0.353,158.5,57.28,0.379,0.0918,139.61,12.24,22.789,water +32%,intervention: water +32%
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,0,23.2,0.978,0,0,78,82,95,83.9,0.776,0,27.54,23.46,0,51,28,26,0,54,0,0,0,0,0,0,0,1,,setup observation
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,1,26.3,0.903,22.3,22.3,69.1,79.7,95.9,80.2,0.727,0,117.14,24.65,0.22,142.01,116,23,0,139,3.964,93,2.21,0.1,0.0398,1.99,0,2.784,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,2,25.7,0.927,21.7,44,60.1,77.2,96.8,76.4,0.677,0,183.84,31.62,1.3,216.76,182,30,0,212,3.289,81.25,9.01,0.123,0.0438,6.48,0.02,4.25,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,3,26.2,0.907,22.2,66.2,50.6,74.4,97.7,72.4,0.626,0,262.22,41.3,3,306.53,251,43,2,296,3.154,100.77,12.86,0.145,0.048,10.9,0.1,6.01,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,4,25.4,0.936,21.4,87.6,41,71.4,97.5,67.9,0.57,0,353.77,53.82,5.6,413.19,344,56,6,406,2.946,123.89,17.41,0.173,0.0528,16.98,0.25,8.102,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,5,26.1,0.912,22.1,109.7,62.7,67.9,98.4,73.8,0.644,0,479.7,72.52,9.42,561.63,468,74,9,551,3.083,170.22,25.56,0.18,0.049,21.3,0.48,11.012,water +32%,intervention: water +32%
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,6,25.5,0.933,21.5,131.2,52,64,99.3,68.9,0.582,0,619.73,93.86,15.36,728.95,670,99,17,786,2.689,201.35,32.24,0.229,0.0561,33.14,0.9,14.293,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,7,24.3,0.961,20.3,151.5,41.2,59.6,99,63.4,0.516,0,741.37,116.19,23.62,881.18,757,119,27,903,2.08,203.26,38.48,0.285,0.0645,49.4,1.64,17.278,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,8,24.7,0.953,20.7,172.2,61.7,54.8,99.9,68.4,0.576,0,857.34,144.77,34.65,1036.76,833,149,34,1016,1.783,217.7,50.24,0.303,0.0643,59.5,2.61,20.329,water +32%,intervention: water +32%
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,9,23.2,0.978,19.2,191.4,50.2,49.7,100,62.4,0.505,0,957.63,170.16,45.98,1173.77,1013,183,43,1239,1.445,221.65,52.75,0.344,0.0741,80.52,4.12,23.015,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,10,23,0.98,19,210.4,38.5,44.3,99.8,56.3,0.434,0,1003.11,190.01,55.47,1248.59,1057,185,55,1297,1.011,183.63,51.42,0.375,0.0839,103.06,5.75,24.482,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,11,21.6,0.993,17.6,228,58.9,60.5,100,69.9,0.594,0,1088.02,225.18,69.44,1382.64,1106,219,76,1401,1.17,238.45,72.34,0.345,0.0749,97.8,6.6,27.111,water +32%; fertiliser +22%,intervention: water +32%; fertiliser +22%
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,12,23.5,0.974,19.5,247.5,46.4,54.7,100,63.3,0.515,0,1090.39,251.15,79.58,1421.12,1102,242,82,1426,0.704,170.66,67.58,0.37,0.0857,123.57,8.61,27.865,,heat pulse begins
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,13,24.9,0.949,20.9,268.4,65.4,48.7,100,67,0.56,0,1089.95,278.68,88.62,1457.25,1064,256,87,1407,0.626,169.66,71.39,0.361,0.0838,123.8,9.72,28.574,water +32%,intervention: water +32%
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,14,24.7,0.953,20.7,289.1,52.5,64.8,100,69.5,0.59,0,1046.4,307.1,96.81,1450.31,1050,299,97,1446,0.43,129.35,75.01,0.355,0.0832,125.56,10.73,28.437,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,15,25.2,0.942,21.2,310.3,39.4,58.8,99.8,62.7,0.508,0,1022.91,322.57,98.95,1444.44,1010,322,91,1423,0.42,139.07,62.18,0.374,0.0888,132.86,12.08,28.322,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,16,24.6,0.956,20.6,330.9,58.4,52.8,100,66.4,0.553,0,1039.53,341.23,102.12,1482.89,986,350,107,1443,0.511,177.42,66.52,0.364,0.0853,126.83,12.14,29.076,water +32%,intervention: water +32%
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,17,26.8,0.876,22.8,353.7,44.7,46.8,99.8,59.4,0.469,0,1015.03,347.12,99.83,1461.97,963,317,107,1387,0.364,133.44,53.72,0.383,0.0928,141.42,12.94,28.666,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,18,22.7,0.983,18.7,372.4,64.2,62.7,100,72.5,0.628,0,1039.49,372.61,105.84,1517.94,1019,394,110,1523,0.508,188.99,76.01,0.347,0.0807,121.09,11.93,29.764,water +32%; fertiliser +22%,heat pulse ends; intervention: water +32%; fertiliser +22%
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,19,22.7,0.983,18.7,391.1,51.7,56.6,100,65.8,0.545,0,1019.65,387.25,108.01,1514.91,974,379,105,1458,0.372,148.55,68.35,0.368,0.0891,138.51,13.08,29.704,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,20,23.6,0.973,19.6,410.7,39,50.5,99.8,59,0.466,0,989.15,391.08,105.78,1486.01,997,415,110,1522,0.317,131.46,57.63,0.386,0.0947,146.63,13.74,29.137,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,21,26.2,0.907,22.2,432.9,57.4,44.4,100,62.6,0.507,0,1007.41,396.11,103.76,1507.28,954,354,109,1417,0.41,171.32,56.62,0.375,0.0903,136.83,13.22,29.555,water +32%,intervention: water +32%
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,22,25.9,0.919,21.9,454.8,43.9,60.3,99.8,64.7,0.532,0,1002.68,404.24,103.77,1510.69,1098,406,96,1600,0.364,153.5,61.13,0.37,0.0892,137.23,12.86,29.621,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,23,26.6,0.888,22.6,477.4,62.1,54.2,100,68.2,0.575,0,1001.3,414.46,104.34,1520.1,965,439,110,1514,0.36,154.98,62.87,0.36,0.0863,132.91,12.66,29.806,water +32%,intervention: water +32%
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,24,26.5,0.893,22.5,499.9,48.5,48.2,100,61.2,0.491,0,958.71,415.28,101.8,1475.78,971,447,97,1515,0.256,112.61,54.72,0.38,0.0929,143.79,13.14,28.937,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,25,27.2,0.848,23.2,523.1,34.7,42.2,99.8,54.1,0.41,0,957.75,406.39,95.18,1459.33,960,438,97,1495,0.322,141.95,42.61,0.397,0.0969,145.24,13.17,28.614,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,26,26.7,0.882,22.7,545.8,52.9,58.1,100,66.9,0.558,0,985.12,413.68,96.08,1494.88,991,403,92,1486,0.404,173.88,58.21,0.362,0.0854,126.68,11.65,29.311,water +32%; fertiliser +22%,intervention: water +32%; fertiliser +22%
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,27,25.9,0.919,21.9,567.7,39.5,52.1,99.8,59.8,0.475,0,976.73,413.88,95.17,1485.78,986,402,94,1482,0.33,144.45,53.91,0.383,0.093,141.39,12.16,29.133,,
aphidsim_tutorial,4,Warming_04_warming_3945,Warming_04,warming,Warming pulse,3945,2.1.0,28,24.6,0.956,20.6,588.3,58.4,46,100,63.6,0.519,0,990.45,419.55,96.69,1506.69,997,405,103,1505,0.384,168.08,59.87,0.373,0.0896,135.32,11.85,29.543,water +32%,intervention: water +32%
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,0,23.4,0.975,0,0,78,82,95,83.9,0.776,0,26.46,22.54,0,49,30,23,2,55,0,0,0,0,0,0,0,1,,setup observation
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,1,26.1,0.912,22.1,22.1,69,79.6,95.9,80.2,0.726,0,145.22,23.7,0.21,169.14,150,24,0,174,5.415,122.05,2.15,0.1,0.0398,1.91,0,3.452,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,2,25.1,0.944,21.1,43.2,60.2,77.1,96.8,76.4,0.677,0,208.16,32.72,1.63,242.51,214,32,2,248,3.419,81.21,11.36,0.127,0.0441,7.83,0.02,4.949,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,3,26,0.916,22,65.2,50.7,74.2,97.7,72.3,0.625,0,281.34,43.82,3.62,328.78,300,43,2,345,2.98,98.71,14.66,0.15,0.0483,12.31,0.13,6.71,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,4,26.2,0.907,22.2,87.4,40.8,71.2,97.5,67.7,0.568,0,352.73,56.66,6.32,415.72,337,60,6,403,2.361,105.6,18.06,0.178,0.0531,18.35,0.31,8.484,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,5,25.6,0.93,21.6,109,62.7,67.7,98.4,73.7,0.642,0,479.72,75.5,10.13,565.35,498,71,11,580,2.947,171.66,25.92,0.181,0.0492,21.48,0.54,11.538,water +32%,intervention: water +32%
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,6,25.8,0.923,21.8,130.8,51.9,63.8,99.3,68.7,0.581,0,611.35,96.33,15.9,723.57,615,93,18,726,2.469,192.62,31.82,0.231,0.0563,33.43,0.97,14.767,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,7,24.7,0.953,20.7,151.5,41,59.5,99,63.3,0.515,0,722.92,117.89,23.77,864.59,746,113,22,881,1.911,191.68,37.55,0.284,0.0644,48.96,1.7,17.645,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,8,23.6,0.973,19.6,171.1,61.7,54.5,99.9,68.2,0.574,0,911.05,146.3,34.55,1091.89,964,150,35,1149,2.325,287.91,49.88,0.3,0.0639,57.99,2.62,22.284,water +32%,intervention: water +32%
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,9,23.4,0.975,19.4,190.5,50.2,49.4,100,62.3,0.504,0,930.84,172.79,47.16,1150.79,819,172,49,1040,0.97,150.26,55.58,0.351,0.0761,87.21,4.15,23.485,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,10,22.5,0.985,18.5,209,38.9,44.2,99.8,56.4,0.435,0,935.06,191.88,55.89,1182.82,952,197,54,1203,0.747,137.95,50.17,0.373,0.0831,100.04,5.88,24.139,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,11,22,0.99,18,227,59.2,60.6,100,70,0.596,0,1051.77,224.61,67.96,1344.34,1046,220,67,1333,1.25,257.4,67.58,0.339,0.0724,89.31,6.58,27.435,water +32%; fertiliser +22%,intervention: water +32%; fertiliser +22%
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,12,24,0.967,20,247,46.7,54.8,100,63.4,0.517,0,1075.43,249.57,77.52,1402.52,1087,230,75,1392,0.763,184.27,65.14,0.368,0.084,117.69,8.4,28.623,,heat pulse begins
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,13,25.6,0.93,21.6,268.6,65.5,48.8,100,67.1,0.561,0,1079.96,276.1,86.21,1442.27,1074,285,94,1453,0.632,170.07,69.23,0.36,0.0829,120.86,9.45,29.434,water +32%,intervention: water +32%
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,14,24.6,0.956,20.6,289.2,52.5,64.8,100,69.6,0.591,0,1073.47,304.72,94.8,1472.98,1032,321,94,1447,0.552,164.34,74.67,0.355,0.0824,123.2,10.43,30.061,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,15,24.5,0.958,20.5,309.7,39.6,58.8,99.8,62.7,0.509,0,1043.38,321.76,98.32,1463.46,1102,321,107,1530,0.423,138.82,64.86,0.375,0.0897,136.5,11.84,29.867,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,16,25.3,0.939,21.3,331,58.4,52.9,100,66.5,0.553,0,1021.51,340.35,101.64,1463.5,997,354,100,1451,0.41,141.84,66.69,0.364,0.0861,129.72,12.08,29.867,water +32%,intervention: water +32%
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,17,25.6,0.93,21.6,352.6,45.2,47,100,59.7,0.473,0,992.68,348.11,100.45,1441.24,1026,375,97,1498,0.352,128.79,56.16,0.383,0.092,138.19,12.86,29.413,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,18,22.2,0.988,18.2,370.8,64.9,62.8,100,72.8,0.631,0,1036.88,373.44,106.07,1516.39,983,396,94,1473,0.548,204.7,75.16,0.346,0.0796,117.58,11.97,30.947,water +32%; fertiliser +22%,heat pulse ends; intervention: water +32%; fertiliser +22%
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,19,23,0.98,19,389.8,52.4,56.7,100,66.1,0.549,0,1003.25,388.17,108.19,1499.6,990,390,107,1487,0.335,134.15,68.34,0.367,0.0888,137.85,13.09,30.604,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,20,23.6,0.973,19.6,409.4,39.6,50.7,99.8,59.3,0.469,0,1002.15,391.98,105.77,1499.89,985,381,105,1471,0.38,157.68,57.1,0.385,0.0938,143.65,13.74,30.61,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,21,25.4,0.936,21.4,430.8,58.3,44.6,100,63,0.511,0,997.9,398.59,104.76,1501.25,1026,410,111,1547,0.366,153.33,59.45,0.375,0.0907,138.75,13.22,30.638,water +32%,intervention: water +32%
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,22,25.6,0.93,21.6,452.4,44.9,60.5,99.8,65.2,0.537,0,985.69,407.15,104.78,1497.62,1026,386,105,1517,0.341,145.05,61.69,0.368,0.0887,135.72,12.96,30.564,fertiliser +22%,intervention: fertiliser +22%
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,23,26.8,0.876,22.8,475.2,63,54.3,100,68.6,0.579,0,1016.2,416.72,104.69,1537.61,999,430,104,1533,0.422,182.94,61.52,0.358,0.0854,130.2,12.75,31.38,water +32%,intervention: water +32%
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,24,26.1,0.912,22.1,497.3,49.4,48.2,100,61.5,0.495,0,983.33,418.67,102.89,1504.89,956,426,100,1482,0.286,126.69,57.07,0.379,0.0934,146.23,13.18,30.712,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,25,27,0.863,23,520.3,35.7,42.3,99.8,54.5,0.414,0,940.95,410.42,96.77,1448.14,910,412,87,1409,0.239,106.28,44.74,0.397,0.0979,149.72,13.31,29.554,,
aphidsim_tutorial,5,Warming_05_warming_4028,Warming_05,warming,Warming pulse,4028,2.1.0,26,26,0.916,22,542.3,54,58.1,100,67.2,0.562,0,1027.03,418.84,97.95,1543.81,957,418,102,1477,0.533,231.87,59.85,0.361,0.0846,124.38,11.82,31.506,water +32%; fertiliser +22%,intervention: water +32%; fertiliser +22%
